,image,quality
652,36933_right.png,1
653,36981_left.png,0
654,37014_left.png,0
655,3712_left.png,0
656,37160_left.png,1
657,37160_right.png,0
658,37194_left.png,0
659,37266_right.png,0
660,37354_left.png,0
661,37354_right.png,1
662,37389_right.png,0
663,374_right.png,1
664,37449_right.png,0
665,3749_left.png,0
666,375_right.png,1
667,37508_left.png,0
668,37677_left.png,1
669,378_left.png,1
670,37813_right.png,1
671,37947_right.png,1
672,37957_right.png,0
673,3797_left.png,0
674,37979_left.png,0
675,38035_left.png,1
676,3812_left.png,1
677,38137_left.png,0
678,38164_left.png,0
679,38184_left.png,0
680,38274_right.png,0
681,38323_right.png,0
682,38370_right.png,0
683,38397_right.png,0
684,38400_left.png,0
685,38502_left.png,0
686,3851_right.png,0
687,38513_left.png,1
688,38624_right.png,0
689,38823_left.png,1
690,38838_left.png,1
691,38849_right.png,0
692,38856_left.png,0
693,3889_left.png,0
694,38900_right.png,0
695,39011_right.png,1
696,39021_left.png,0
697,39060_left.png,0
698,39072_left.png,1
699,3909_right.png,0
700,39106_right.png,1
701,39238_left.png,1
702,393_right.png,1
703,39343_left.png,1
704,39353_left.png,1
705,39362_right.png,1
706,39395_left.png,1
707,39420_right.png,0
708,39627_right.png,0
709,39697_right.png,0
710,39698_left.png,1
711,39714_right.png,0
712,3973_right.png,0
713,39733_left.png,1
714,39751_left.png,1
715,39827_left.png,1
716,3986_left.png,0
717,3986_right.png,0
718,39880_right.png,1
719,39926_right.png,0
720,39943_left.png,0
721,39964_right.png,0
722,40083_right.png,1
723,40089_right.png,1
724,40119_left.png,1
725,40250_right.png,0
726,40327_right.png,0
727,40355_right.png,1
728,40405_left.png,0
729,4043_left.png,0
730,40548_left.png,1
731,40593_right.png,0
732,40638_right.png,0
733,40640_right.png,1
734,40650_left.png,1
735,40700_right.png,1
736,40819_right.png,1
737,40873_right.png,0
738,40875_right.png,0
739,40887_left.png,0
740,4090_left.png,0
741,40900_right.png,0
742,40913_left.png,0
743,40913_right.png,0
744,40921_left.png,0
745,40941_left.png,0
746,40985_left.png,0
747,41031_left.png,1
748,41119_right.png,0
749,41213_right.png,0
750,41219_right.png,0
751,41226_left.png,1
752,41282_right.png,1
753,41290_left.png,0
754,41365_right.png,0
755,41368_right.png,1
756,41412_left.png,1
757,41430_left.png,1
758,41453_right.png,0
759,41499_left.png,1
760,41528_left.png,1
761,41592_left.png,1
762,41643_right.png,0
763,41645_left.png,1
764,41648_left.png,1
765,41693_left.png,0
766,41746_right.png,1
767,41770_left.png,1
768,41770_right.png,1
769,41802_right.png,0
770,41876_left.png,1
771,41948_right.png,0
772,41953_left.png,0
773,4197_left.png,0
774,41993_left.png,0
775,42021_right.png,0
776,42119_right.png,1
777,42162_right.png,1
778,42168_left.png,1
779,42194_right.png,0
780,42256_right.png,0
781,42309_right.png,0
782,4232_left.png,1
783,42321_right.png,0
784,42322_left.png,0
785,42356_left.png,1
786,42357_right.png,1
787,4237_right.png,1
788,42440_left.png,1
789,42488_left.png,1
790,42542_right.png,1
791,42555_right.png,1
792,4257_right.png,0
793,42690_left.png,0
794,42695_left.png,1
795,42700_left.png,0
796,42704_right.png,0
797,42721_right.png,1
798,42730_right.png,0
799,4274_left.png,1
800,42748_left.png,0
801,42760_right.png,0
802,42871_right.png,0
803,42891_left.png,1
804,4290_left.png,0
805,42912_right.png,1
806,4302_right.png,1
807,43025_right.png,1
808,43033_left.png,1
809,43041_left.png,1
810,43074_left.png,1
811,43117_right.png,0
812,43139_left.png,1
813,4314_right.png,1
814,43153_right.png,1
815,43160_right.png,0
816,43161_right.png,0
817,4322_right.png,1
818,43267_right.png,0
819,43303_left.png,1
820,43339_left.png,1
821,43340_left.png,0
822,43342_right.png,1
823,4335_left.png,1
824,43375_right.png,1
825,43382_right.png,1
826,43397_left.png,1
827,43425_left.png,1
828,43448_right.png,0
829,43493_right.png,1
830,43514_left.png,0
831,43541_right.png,0
832,43575_right.png,0
833,43576_left.png,1
834,4362_right.png,0
835,43631_right.png,1
836,43688_left.png,0
837,43708_right.png,0
838,43901_left.png,1
839,43927_left.png,0
840,43932_right.png,1
841,43933_left.png,0
842,43960_right.png,0
843,44030_left.png,1
844,44065_left.png,0
845,44073_right.png,0
846,44088_right.png,1
847,44092_right.png,1
848,44148_left.png,0
849,44175_left.png,1
850,44191_left.png,1
851,44193_right.png,1
852,44268_left.png,1
853,4508_right.png,0
854,4514_left.png,0
855,4568_left.png,1
856,46_right.png,0
857,4629_left.png,1
858,4641_right.png,0
859,4674_left.png,1
860,4697_left.png,0
861,4724_right.png,0
862,4802_right.png,0
863,4824_right.png,1
864,4852_right.png,0
865,4887_left.png,1
866,4933_right.png,1
867,4959_right.png,0
868,4987_left.png,0
869,5032_left.png,0
870,5032_right.png,0
871,5047_left.png,1
872,5089_left.png,0
873,513_left.png,0
874,525_left.png,1
875,5343_left.png,0
876,5410_right.png,1
877,5423_left.png,1
878,5465_right.png,0
879,5570_left.png,1
880,558_left.png,0
881,5613_left.png,1
882,5632_right.png,1
883,5655_right.png,1
884,5676_left.png,0
885,5695_right.png,0
886,5702_left.png,0
887,5791_right.png,1
888,5803_right.png,1
889,5835_right.png,0
890,5861_left.png,0
891,5924_right.png,0
892,5927_left.png,1
893,5953_left.png,1
894,5992_left.png,1
895,5999_right.png,1
896,6015_right.png,0
897,6021_right.png,0
898,6088_left.png,0
899,613_right.png,1
900,6149_right.png,0
901,6186_left.png,0
902,6291_left.png,1
903,6299_left.png,1
904,6313_left.png,0
905,6316_left.png,1
906,6317_left.png,0
907,6364_left.png,0
908,6377_right.png,1
909,6389_right.png,1
910,639_right.png,0
911,6397_right.png,0
912,6418_left.png,1
913,642_left.png,1
914,6450_right.png,1
915,6535_right.png,1
916,6544_left.png,1
917,6585_left.png,1
918,6687_left.png,1
919,670_left.png,1
920,6772_left.png,1
921,678_left.png,1
922,6785_left.png,1
923,679_left.png,1
924,6833_left.png,0
925,686_left.png,1
926,6879_right.png,0
927,6888_left.png,1
928,6995_right.png,0
929,7017_right.png,1
930,7048_right.png,0
931,7085_right.png,0
932,7291_right.png,1
933,733_right.png,1
934,7371_left.png,1
935,7378_left.png,1
936,7446_left.png,1
937,7470_right.png,1
938,7523_right.png,0
939,7606_right.png,0
940,768_left.png,0
941,7702_left.png,0
942,7786_left.png,0
943,7801_right.png,0
944,7825_left.png,1
945,7825_right.png,1
946,7844_left.png,0
947,7857_right.png,0
948,793_left.png,1
949,7991_right.png,0
950,8091_right.png,1
951,8133_left.png,0
952,8233_left.png,0
953,8368_right.png,0
954,8410_left.png,0
955,8421_right.png,0
956,8425_right.png,1
957,8439_left.png,1
958,8462_left.png,0
959,8527_left.png,0
960,8558_right.png,1
961,8583_left.png,1
962,8663_left.png,1
963,8681_right.png,0
964,8740_left.png,1
965,8744_left.png,0
966,8753_right.png,1
967,8768_right.png,0
968,8778_right.png,0
969,8799_left.png,0
970,8810_right.png,0
971,8812_left.png,0
972,8842_left.png,1
973,8843_right.png,0
974,8964_left.png,0
975,8975_left.png,0
976,9122_right.png,1
977,9134_right.png,1
978,9204_right.png,0
979,9333_left.png,0
980,9370_right.png,0
981,9398_left.png,0
982,940_left.png,1
983,9402_right.png,0
984,9404_left.png,1
985,9462_right.png,0
986,9502_left.png,0
987,9538_left.png,1
988,9549_right.png,0
989,963_left.png,0
990,9648_left.png,0
991,966_right.png,0
992,9663_left.png,0
993,9781_left.png,0
994,9793_right.png,1
995,994_right.png,0
996,9942_left.png,0
997,9976_left.png,0
998,9979_right.png,1
999,9992_left.png,1
